molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3644637,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3ccc(Oc5ccccc5)nc3)C4)n[nH]c2c1,2.4
CHEMBL3644638,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3cccnc3C#N)C4)n[nH]c2c1,4.1
CHEMBL3644639,O=C(c1ccc(F)cc1)N1CCc2[nH]c(-c3n[nH]c4cc(-c5cc(F)c(O)cc5CC(F)(F)F)ccc34)nc2C1,6.7
CHEMBL3644640,Oc1cc(CC(F)(F)F)c(-c2ccc3c(-c4nc5c([nH]4)CCN(Cc4ccccc4)C5)n[nH]c3c2)cc1F,186.0
CHEMBL3666882,CC(=O)Nc1cc2c(N[C@@H]3CC[C@@](C)(O)C3(C)C)c(C(N)=O)cnn2c1,0.9
CHEMBL3666883,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(NS(=O)(=O)c4ccccc4)cc23)CC[C@@]1(C)O,22.1
CHEMBL3666884,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(NS(=O)(=O)c4ccc(Cl)cc4)cc23)CC[C@@]1(C)O,23.4
CHEMBL3666885,COc1ccc(S(=O)(=O)Nc2cc3c(N[C@@H]4CC[C@@](C)(O)C4(C)C)c(C(N)=O)cnn3c2)cc1,34.2
CHEMBL3666886,CCS(=O)(=O)Nc1cc2c(N[C@@H]3CC[C@@](C)(O)C3(C)C)c(C(N)=O)cnn2c1,8.1
CHEMBL3666887,CC(C)c1ccccc1-c1cc2c(N[C@@H]3CCC[C@]3(C)F)c(C(N)=O)cnn2c1,135.6
CHEMBL3666888,C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cncc4ccccc34)cc12,46.4
CHEMBL3666889,Cc1cccc(-c2cc3c(N[C@@H]4CCC[C@]4(C)F)c(C(N)=O)cnn3c2)c1,0.3
CHEMBL3666890,C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cccc(C(N)=O)c3)cc12,0.5
CHEMBL3666891,CC1(C)[C@@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)cc4)cc23)CC[C@@]1(C)N,9.4
CHEMBL3671790,CC1(C#N)CCCC1Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,0.2
CHEMBL3671791,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)NS(C)(=O)=O,1.0
CHEMBL3671792,Cn1nccc1-c1cc2c(N[C@@H]3C[C@@H](O)[C@@H](O)C3(C)C)c(C(N)=O)cnn2c1,5.6
CHEMBL3671793,Cn1nccc1-c1cc2c(N[C@@H]3CC[C@](C)(O)C3(C)C)c(C(N)=O)cnn2c1,25.2
CHEMBL3671794,C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CCCC3=O)cc12,0.5
CHEMBL3671795,Cn1nccc1-c1cc2c(N[C@H]3CC[C@@](C)(O)CC3)c(C(N)=O)cnn2c1,62.7
CHEMBL3671796,C[C@]1(O)CC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4C(N)=O)cc23)CC1,33.6
CHEMBL3671797,[C-]#[N+]c1ccc(-c2cc3c(N[C@H]4CC[C@@](C)(O)CC4)c(C(N)=O)cnn3c2)cc1,1.6
CHEMBL3671798,C[C@]1(O)CC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4cncnc4)cc23)CC1,17.1
CHEMBL3671799,COc1cccc(-c2cc3c(NC4C5CC6CC4CC(O)(C6)C5)c(C(N)=O)cnn3c2)c1,8.9
CHEMBL3671800,Cc1cccc(C)c1-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(C(N)=O)cnn2c1,524.2
CHEMBL3671801,COc1ccccc1-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(C(N)=O)cnn2c1,1.0
CHEMBL3671802,Cn1nccc1-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(C(N)=O)cnn2c1,6.2
CHEMBL3671803,Cc1ccc(-c2cc3c(NC4C5CC6CC4CC(O)(C6)C5)c(C(N)=O)cnn3c2)cc1,6.1
CHEMBL3671804,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccnc4)cc23)CC[C@]1(C)N,0.5
CHEMBL3671805,Cc1ccncc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,6.1
CHEMBL3671806,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(N5CCCC5)nc4)cc23)CC[C@]1(C)N,9.5
CHEMBL3671807,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C(=O)NC5CC5)cc4)cc23)CC[C@]1(C)N,1.6
CHEMBL3671808,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4C(N)=O)cc23)CC[C@]1(C)N,6.0
CHEMBL3671809,CC(=O)Nc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,36.9
CHEMBL3671810,CN(C)C(=O)c1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cc1,0.8
CHEMBL3671811,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(CO)cc4)cc23)CC[C@]1(C)N,0.3
CHEMBL3671812,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc5ncccc45)cc23)CC[C@]1(C)N,13.8
CHEMBL3671813,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncc(C(=O)O)c4)cc23)CC[C@]1(C)N,15.0
CHEMBL3671814,COc1ncc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,8.4
CHEMBL3671815,COc1cncc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,5.5
CHEMBL3671816,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@@]1(C)O,0.2
CHEMBL3671817,NC(=O)c1cnn2cc(-c3ccc(F)cc3)cc2c1NC12CC3CC(O)(CC(O)(C3)C1)C2,4.7
CHEMBL3671818,NC(=O)c1cnn2cc(-c3ccc4scnc4c3)cc2c1NC12CC3CC(O)(CC(O)(C3)C1)C2,7.3
CHEMBL3671819,CC1(C)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,0.5
CHEMBL3671820,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(N4CCOCC4=O)cc23)CC[C@]1(C)N,44.2
CHEMBL3671821,C[C@]1(O)CCCC[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,5.1
CHEMBL3671822,C[C@]1(O)CC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4cncnc4N)cc23)CC1,11.0
CHEMBL3671823,C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CCOC3=O)cc12,6.8
CHEMBL3671824,C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CCOCC3=O)cc12,7.1
CHEMBL3671825,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(N4CCCC4=O)cc23)CC[C@]1(C)N,1.7
CHEMBL3671826,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(N4CCC4=O)cc23)CC[C@]1(C)N,8.8
CHEMBL3671827,COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(NS(C)(=O)=O)C4(C)C)c(C(N)=O)cnn3c2)cn1,1.7
CHEMBL3671828,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)C(N)=O,0.4
CHEMBL3671829,COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(C(N)=O)C4(C)C)c(C(N)=O)cnn3c2)cn1,0.3
CHEMBL3671830,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)nc4)cc23)CC[C@]1(C)C(N)=O,1.9
CHEMBL3671831,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)nc4)cc23)CC[C@]1(C)C(N)=O,1.0
CHEMBL3667453,NC(=O)c1cnn2cc(-c3ccc(F)cc3)cc2c1NC1CCOCC1,7.6
CHEMBL3667454,NC(=O)c1cnn2cc(-c3cncc(F)c3)cc2c1NC1CCOCC1,70.0
CHEMBL3667455,Cn1nccc1-c1cc2c(NC3CCOCC3)c(C(N)=O)cnn2c1,110.0
CHEMBL3667456,NC(=O)c1cnn2cc(-c3cccnc3)cc2c1NC1CCOCC1,70.0
CHEMBL3667457,NC(=O)c1cnn2cc(-c3cncnc3)cc2c1NC1CCOCC1,148.4
CHEMBL3667458,N#Cc1ccccc1-c1cc2c(NC3CCOCC3)c(C(N)=O)cnn2c1,40.0
CHEMBL3667459,NC(=O)c1cnn2cc(-c3ccccc3F)cc2c1NC1CCOCC1,40.0
CHEMBL3667460,NC(=O)c1cnn2cc(-c3cnc4ccccc4c3)cc2c1NC1CCOCC1,40.0
CHEMBL3667461,CC1(F)COCC1Nc1c(C(N)=O)cnn2cc(N3CCCC3=O)cc12,15.1
CHEMBL3667462,CS(=O)(=O)N1CCC[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)C1,20.9
CHEMBL3667463,NC(=O)c1cnn2cc(-c3ccccc3)cc2c1N[C@@H]1CCCNC1,57.1
CHEMBL3667464,CCOC(=O)N1CCC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)C1,284.6
CHEMBL3667465,COc1ccc(-c2cc3c(N[C@@H]4CN(C(=O)CC#N)C[C@@H]4C)c(C(N)=O)cnn3c2)cn1,2.2
CHEMBL3672470,COc1ccc(-c2cc3c(N[C@H]4CN(C(=O)CC#N)C[C@H]4C)c(C(N)=O)cnn3c2)cn1,133.4
CHEMBL3667466,COc1ccc(-c2cc3c(N[C@@H]4CCN(C(=O)C(N)=O)CC4(C)C)c(C(N)=O)cnn3c2)cn1,0.9
CHEMBL3672471,COc1ccc(-c2cc3c(N[C@H]4CCN(C(=O)[C@H](C)O)CC4(C)C)c(C(N)=O)cnn3c2)cn1,3.3
CHEMBL3667467,C[C@@H]1[C@H]2CN(S(C)(=O)=O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnc(N)nc3)cc12,0.6
CHEMBL3667468,CC(=O)N1CCN(c2cc3c(N[C@@H]4C[C@@H]5CN(S(C)(=O)=O)C[C@@H]5[C@H]4C)c(C(N)=O)cnn3c2)C1=O,1.8
CHEMBL3667469,C[C@@H]1[C@H]2CN(C(=O)CO)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(C(N)=O)cc3)cc12,0.4
CHEMBL3667470,C[C@@H]1[C@H]2CN(C(=O)C(C)(C)O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnc(N)nc3)cc12,1.0
CHEMBL3667471,CNC(=O)c1ccc(-c2cc3c(N[C@@H]4C[C@@H]5CN(C(=O)C(C)(C)O)C[C@@H]5[C@H]4C)c(C(N)=O)cnn3c2)cn1,0.7
CHEMBL3667472,C[C@@H]1[C@H]2CN(S(C)(=O)=O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3nnn(C)n3)cc12,0.4
CHEMBL3667473,C[C@@H]1[C@H]2CN(C(=O)CF)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnc(N)c(F)c3)cc12,1.5
CHEMBL3667474,C[C@@H]1[C@H]2CN(C(=O)CO)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(C(=O)NC4CC4)cc3)cc12,0.4
CHEMBL3667475,C[C@@H]1[C@H]2CN(C(=O)C(C)(C)O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,1.5
CHEMBL3667476,CC(=O)N1C[C@H]2C[C@@H](Nc3c(C(N)=O)cnn4cc(-c5cnn(C)c5)cc34)[C@H](C)[C@H]2C1,0.4
CHEMBL3667477,CCC(=O)N1C[C@H]2C[C@@H](Nc3c(C(N)=O)cnn4cc(-c5ccc(F)nc5)cc34)[C@H](C)[C@H]2C1,1.4
CHEMBL3667478,CC1(C)CN(c2ccc(C#N)cn2)CC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CC[C@@H](O)C3=O)cc12,0.2
CHEMBL3667479,CC1(C)CN(c2ccc(C#N)cn2)CC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CC(c4ccccc4)CC3=O)cc12,11.4
CHEMBL3667480,CC1(C)CN(c2ncc(C#N)cn2)CC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CCC(CCCC(=O)O)C3=O)cc12,1.4
CHEMBL3667481,CC[C@@H]1CN(S(C)(=O)=O)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CCC#N)c3)cc12,1.5
CHEMBL3667482,CC[C@@H]1CN(C(=O)[C@@H](O)CC)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,5.6
CHEMBL3667483,CC[C@@H]1CN(C(=O)C(C)(C)O)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccnc(C)c3)cc12,7.1
CHEMBL3667484,CC[C@@H]1CN(C(=O)[C@H](C)O)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccnc(OC)c3)cc12,7.0
CHEMBL3667485,CC[C@@H]1CN(C(=O)[C@H](C)O)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)C)c3)cc12,1.4
CHEMBL3667486,CC[C@@H]1CN(C(=O)CC(F)(F)F)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,6.7
CHEMBL3672450,CC[C@@H]1CN(C(=O)[C@@H](C)O)CC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,7.8
CHEMBL3672451,CC[C@H]1CN(c2ccc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(=O)n(C)c3)cc12,0.4
CHEMBL3672452,CC[C@H]1CN(c2ccc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,1.5
CHEMBL3672472,CC[C@H]1CN(c2ncc(C#N)s2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,0.3
CHEMBL3672473,CC[C@H]1CN(c2ncc(C#N)s2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)C)c3)cc12,0.2
CHEMBL3672453,C[C@H]1CN(c2ccc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(=O)N4CC(F)(F)C4)c3)cc12,0.4
CHEMBL3672454,C[C@H]1CN(c2ccc(C#N)cn2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(=O)N4CCC(F)(F)C4)c3)cc12,0.6
CHEMBL3672474,CNC(=O)Cn1cc(-c2cc3c(N[C@@H]4CN(c5ccc(Cl)cn5)C[C@@H]4C)c(C(N)=O)cnn3c2)cn1,0.5
CHEMBL3672455,C[C@H]1CN(C(=O)CC#N)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(F)nc3)cc12,1.4
CHEMBL3672456,C[C@H]1CN(C(=O)CC#N)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccnc(F)c3)cc12,1.4
CHEMBL3672457,CNC(=O)c1ccc(-c2cc3c(N[C@@H]4CN(C(=O)OC)C[C@@H]4C)c(C(N)=O)cnn3c2)cn1,7.5
CHEMBL3672458,CC[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cn(C)nc3C)cc12,1.5
CHEMBL3672459,CC[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(C)nc3)cc12,1.4
CHEMBL3672460,CC[C@H]1CN(S(C)(=O)=O)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)C)c3)cc12,0.5
CHEMBL3672461,CCNC(=O)c1ccc(-c2cc3c(N[C@@H]4CN(C(=O)C(C)(C)C#N)C[C@@H]4CC)c(C(N)=O)cnn3c2)cn1,8.6
CHEMBL3672462,CC[C@H]1CN(C(=O)C2(C#N)CCC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccnc(Cl)c3)cc12,0.3
CHEMBL3672475,CS(=O)(=O)N1C[C@H](CF)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C(F)(F)F)nc4)cc23)C1,9.7
CHEMBL3672463,COc1ncc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4CF)c(C(N)=O)cnn3c2)cn1,8.9
CHEMBL3672464,CCOc1ncc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4CF)c(C(N)=O)cnn3c2)cn1,11.8
CHEMBL3672465,CC[C@H]1CN(C(=O)OC(C)(C)C)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cc(C)no3)cc12,0.5
CHEMBL3672466,CNC(=O)c1cccc(-c2cc3c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4OC)c(C(N)=O)cnn3c2)c1,1.5
CHEMBL3672467,CO[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(F)cc3)cc12,1.5
CHEMBL3672468,CO[C@H]1CN(C(=O)C2(C#N)CC2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(C#N)cc3)cc12,6.6
CHEMBL3672469,COc1ccc(-c2cc3c(N[C@@H]4CN(S(C)(=O)=O)C[C@@H]4OC)c(C(N)=O)cnn3c2)cn1,8.9
CHEMBL2103874,CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1,95.1
CHEMBL3925083,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)NC2CCC2)CC1,742.0
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,10.4
CHEMBL3647967,C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,8278.0
CHEMBL3917698,CN(C)C/C=C/C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,10000.0
CHEMBL3912266,C=CC(=O)N[C@H]1CC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,10000.0
CHEMBL3903870,CN(C)C/C=C/C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,10000.0
CHEMBL3903249,CN(C)C/C=C/C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,10000.0
CHEMBL4109796,C=CC(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,12980.0
CHEMBL3910496,C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,1456.0
CHEMBL4107879,CC#CC(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,10000.0
CHEMBL3905432,CC#CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,10000.0
CHEMBL4106607,CC#CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,10000.0
CHEMBL3893004,CN(C)C/C=C/C(=O)N[C@H]1CC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,10000.0
CHEMBL3921017,C=CC(=O)N(C)CCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,5997.0
CHEMBL3982014,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCN(C(=O)/C=C/CN2CCOCC2)CC1,10000.0
CHEMBL3915538,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C[C@@H]1CCCN1C(=O)/C=C/CN1CCOCC1,10000.0
CHEMBL3921655,CC#CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,10000.0
CHEMBL3894938,C=CC(=O)NCCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,3306.0
CHEMBL4110614,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)/C=C/CN2CCOCC2)C1,9077.0
CHEMBL3894102,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@H]1CC[C@@H](NC(=O)/C=C/CN2CCOCC2)CC1,10000.0
CHEMBL3899920,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)C(N)=O,304.9
CHEMBL3985250,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)C(=O)N1CCC1,150.0
CHEMBL3901999,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)C(=O)N1CCOCC1,1000.0
CHEMBL3969640,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C4/SC(=O)NC4=O)cc3)nc12,580.0
CHEMBL3926863,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1F)C(=O)N(C)C,1000.0
CHEMBL3965484,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)s1)C(=O)N(C)C,1000.0
CHEMBL3895215,CCN1C(=O)S/C(=C/c2ccc(Nc3cnc4[nH]cc(C(=O)C(C)(C)C)c4n3)cc2)C1=O,280.0
CHEMBL3921931,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)c1nccs1,2200.0
CHEMBL3952461,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)C(=O)N1CCCCC1,1270.0
CHEMBL3904490,[C-]#[N+]/C(=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)C(=O)NCC,1770.0
CHEMBL3971092,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N4CCNCC4)cc3)nc12,5000.0
CHEMBL3944789,CN(C)C(=O)/C(C#N)=C/c1cccc(-c2cnc3[nH]ccc3n2)c1,1000.0
CHEMBL3929650,CN(C)C(=O)/C(C#N)=C/c1cccc(Nc2cnc3[nH]ccc3n2)c1,1000.0
CHEMBL3979275,CN(C)C(=O)/C(C#N)=C/c1cccc(Oc2cnc3[nH]ccc3n2)c1,1000.0
CHEMBL3964283,CN(C)C(=O)/C(C#N)=C/c1ccc(Oc2cnc3[nH]ccc3n2)cc1,320.0
CHEMBL3902997,CC(C)C(=O)c1c[nH]c2ncc(-c3cccc(/C=C(\C#N)C(=O)N(C)C)c3)nc12,190.0
CHEMBL3967007,CC(C)NC(=O)c1c[nH]c2ncc(-c3cccc(/C=C(\C#N)C(=O)N(C)C)c3)nc12,13.0
CHEMBL3910244,CC(C)NC(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N(C)C)cc3)nc12,0.2
CHEMBL3914716,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(/C=C(\C#N)C(=O)N(C)C)c3)nc12,1153.0
CHEMBL3890245,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1,1.0
CHEMBL4114664,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(/C#N)C(N)=O)cc3)nc12,0.4
CHEMBL3976465,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N4CCC4)cc3)nc12,0.4
CHEMBL3900351,CN1CCN(C(=O)/C(C#N)=C/c2ccc(Nc3cnc4[nH]cc(C(=O)C(C)(C)C)c4n3)cc2)CC1,0.2
CHEMBL3967948,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1F,0.7
CHEMBL3891319,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1Cl,1.0
CHEMBL3960370,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)c(F)c1,0.5
CHEMBL3977489,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cn1,0.9
CHEMBL3951665,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)cc1,0.2
CHEMBL3929221,CN(C)C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)s1,210.0
CHEMBL3956776,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N4CCCCC4)cc3)nc12,1.0
CHEMBL3934694,CCNC(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1,1.0
CHEMBL3967819,CCN1C(=O)S/C(=C\c2ccc(Nc3cnc4[nH]cc(C(=O)C(C)(C)C)c4n3)cc2)C1=O,33.5
CHEMBL4114729,CCOC(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1,100.0
CHEMBL3973173,CC(C)NC(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N4CCOCC4)cc3)nc12,0.7
CHEMBL3955783,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(/C#N)S(C)(=O)=O)cc3)nc12,0.6
CHEMBL3963697,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)c4nccs4)cc3)nc12,38.3
CHEMBL3921536,CC(C)NC(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)C(=O)N4CCNCC4)cc3)nc12,0.2
CHEMBL3949322,CN(C(=O)/C(C#N)=C/c1ccc(Nc2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)cc1)c1ccccc1,5.5
CHEMBL3938057,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C(\C#N)c4ccno4)cc3)nc12,35.1
CHEMBL3950608,CN(C)CCN1C(=O)S/C(=C\c2ccc(Nc3cnc4[nH]cc(C(=O)C(C)(C)C)c4n3)cc2)C1=O,3.0
CHEMBL3959163,CC(C)(C)C(=O)c1c[nH]c2ncc(Nc3ccc(/C=C4\SC(=O)N(CCN)C4=O)cc3)nc12,3.0
